Vehicle_ID,Visit_Number,Purchase_Date,Service_Date,Vehicle_Model,Manufacturing_Date,Vehicle_Age_at_Service,Battery_Age_at_Service,Battery_Health_at_Service,Battery_Replaced,Issue_Family,Exact_Issue,Parts_Required,Parts_Available,Part_Ordered,Expected_Part_ETA_Days,Active_Jobs_On_Arrival,Workshop_Capacity,Workshop_Utilization,Day_Type,Technician_ID,Technician_Experience_Years,Repair_Complexity,Base_Labor_Hours,Technician_Efficiency,Effective_Labor_Hours,Workshop_Wait_Hours,Operational_Time_Hours,Operational_Time_Days,Extra_Operational_Delay_Days,Turnaround_Time_Days,Parts_Cost,Labor_Cost,Warranty_Status,Warranty_Covered,Misc_Cost,Repair_Cost,Expected_TAT_Days,Is_Delayed,Actual_Part_Wait_Days,Supplier_Delay_Days
EV00686,1,2024-07-20,2024-10-19,Ather 450X,2024-06-05,0.37,0.25,98.25,False,Brake,Brake Pad Wear,True,False,True,3,12,20,0.6,Weekend,TECH_04,3,2,3.28,0.94,3.08,0.23,3.31,0.41,0.0,3.41,846,1640,True,False,0,2486,4.5,False,3,0
EV00686,2,2024-07-20,2025-02-19,Ather 450X,2024-06-05,0.71,0.59,95.89,False,Brake,Brake Pad Wear,False,False,False,0,18,20,0.9,Weekday,TECH_08,6,2,2.41,0.88,2.12,2.96,5.08,0.64,0.0,0.64,0,1205,True,False,0,1205,1.5,False,0,0
EV00686,3,2024-07-20,2026-02-17,Ather 450X,2024-06-05,1.7,1.58,88.93,False,General Service,Routine Maintenance,False,False,False,0,12,20,0.6,Weekday,TECH_03,2,1,0.94,0.97,0.91,0.05,0.96,0.12,0.0,0.12,0,470,True,False,200,670,1.0,False,0,0
EV00688,1,2023-12-19,2024-06-15,TVS iQube,2023-10-08,0.69,0.49,98.3,False,Tyre,Low Tyre Pressure,False,False,False,0,20,20,1.0,Weekend,TECH_06,4,1,1.32,0.91,1.2,2.43,3.63,0.45,0.0,0.45,0,660,True,False,300,960,1.0,False,0,0
EV00688,2,2023-12-19,2025-04-08,TVS iQube,2023-10-08,1.5,1.3,95.48,False,Battery,Battery Overheating,False,False,False,0,15,20,0.75,Weekday,TECH_05,3,3,5.93,0.94,5.57,1.0,6.57,0.82,0.0,0.82,0,2965,True,True,200,3165,2.5,False,0,0
EV00688,3,2023-12-19,2025-10-04,TVS iQube,2023-10-08,1.99,1.79,93.78,False,Brake,Brake Fluid Issue,True,True,False,0,14,20,0.7,Weekend,TECH_04,3,1,1.42,0.94,1.33,0.56,1.89,0.24,0.0,0.24,432,710,True,False,300,1442,1.0,False,0,0
EV00689,1,2024-12-03,2025-06-07,TVS iQube,2024-11-14,0.56,0.51,96.13,False,General Service,Cleaning and Lubrication,False,False,False,0,24,20,1.2,Weekend,TECH_01,1,1,1.44,1.0,1.44,3.1,4.54,0.57,0.5,1.07,0,720,True,False,0,720,1.0,True,0,0
EV00689,2,2024-12-03,2026-03-29,TVS iQube,2024-11-14,1.37,1.32,90.0,False,Battery,Battery Connection Issue,False,False,False,0,14,20,0.7,Weekend,TECH_07,5,2,2.13,0.88,1.87,0.72,2.59,0.32,0.5,0.82,0,1065,True,True,300,1365,1.5,False,0,0
EV00690,1,2025-08-31,2026-04-04,Ola S1 Pro,2025-07-15,0.72,0.59,95.38,False,General Service,Cleaning and Lubrication,False,False,False,0,13,20,0.65,Weekend,TECH_06,4,1,1.15,0.91,1.05,1.18,2.23,0.28,0.0,0.28,0,575,True,False,100,675,1.0,False,0,0
EV00691,1,2023-06-21,2023-11-17,Ola S1 Pro,2023-04-25,0.56,0.41,98.74,False,Brake,Brake Fluid Issue,False,False,False,0,13,20,0.65,Weekday,TECH_03,2,1,1.04,0.97,1.01,1.46,2.47,0.31,0.25,0.56,0,520,True,False,100,620,1.0,False,0,0
EV00691,2,2023-06-21,2024-06-06,Ola S1 Pro,2023-04-25,1.12,0.96,97.04,True,General Service,Cleaning and Lubrication,True,True,False,0,20,20,1.0,Weekday,TECH_05,3,1,1.1,0.94,1.03,2.33,3.36,0.42,0.25,0.67,78,550,True,False,0,628,1.0,False,0,0
EV00691,3,2023-06-21,2024-12-16,Ola S1 Pro,2023-04-25,1.65,0.53,96.11,False,Suspension,Front Fork Issue,False,False,False,0,6,20,0.3,Weekday,TECH_07,5,3,5.69,0.88,5.01,0.02,5.03,0.63,0.5,1.13,0,2845,True,True,100,2945,2.5,False,0,0
EV00691,4,2023-06-21,2025-05-10,Ola S1 Pro,2023-04-25,2.04,0.93,93.19,False,Electrical,Wiring Issue,False,False,False,0,18,20,0.9,Weekend,TECH_02,2,2,1.62,0.97,1.57,1.89,3.46,0.43,0.5,0.93,0,810,True,True,200,1010,1.5,False,0,0
EV00693,1,2024-07-19,2024-12-22,TVS iQube,2024-06-03,0.55,0.43,97.91,False,Tyre,Puncture,False,False,False,0,24,20,1.2,Weekend,TECH_08,6,1,1.4,0.88,1.23,5.83,7.06,0.88,0.0,0.88,0,700,True,False,0,700,1.0,False,0,0
EV00693,2,2024-07-19,2025-08-14,TVS iQube,2024-06-03,1.2,1.07,94.77,False,Tyre,Puncture,False,False,False,0,6,20,0.3,Weekday,TECH_04,3,1,0.64,0.94,0.6,0.01,0.61,0.08,0.0,0.08,0,320,True,False,500,820,1.0,False,0,0
EV00694,1,2024-03-08,2024-08-11,TVS iQube,2024-02-20,0.47,0.43,97.13,False,Tyre,Puncture,False,False,False,0,21,20,1.05,Weekend,TECH_07,5,1,0.92,0.88,0.81,4.81,5.62,0.7,1.0,1.7,0,460,True,False,300,760,1.0,True,0,0
EV00694,2,2024-03-08,2025-06-06,TVS iQube,2024-02-20,1.29,1.25,91.61,False,General Service,Periodic Inspection,False,False,False,0,14,20,0.7,Weekday,TECH_07,5,1,0.79,0.88,0.7,0.68,1.38,0.17,0.0,0.17,0,395,True,False,300,695,1.0,False,0,0
EV00696,1,2023-05-08,2023-11-27,Ather 450X,2023-03-14,0.71,0.56,96.29,False,Electrical,Lighting Issue,True,True,False,0,10,20,0.5,Weekday,TECH_02,2,1,1.05,0.97,1.02,0.03,1.05,0.13,0.25,0.38,846,525,True,True,100,1471,1.0,False,0,0
EV00696,2,2023-05-08,2024-12-16,Ather 450X,2023-03-14,1.76,1.61,89.25,False,Brake,Brake Pad Wear,True,True,False,0,7,20,0.35,Weekday,TECH_07,5,2,3.42,0.88,3.01,0.13,3.14,0.39,0.0,0.39,1092,1710,True,False,300,3102,1.5,False,0,0
EV00696,3,2023-05-08,2025-05-22,Ather 450X,2023-03-14,2.19,2.04,86.37,False,Tyre,Tyre Wear,True,True,False,0,5,20,0.25,Weekday,TECH_06,4,2,2.32,0.91,2.11,0.47,2.58,0.32,0.25,0.57,2363,1160,True,False,0,3523,1.5,False,0,0
EV00696,4,2023-05-08,2025-12-04,Ather 450X,2023-03-14,2.73,2.58,82.79,False,General Service,Cleaning and Lubrication,False,False,False,0,10,20,0.5,Weekday,TECH_01,1,1,1.1,1.0,1.1,0.38,1.48,0.18,0.0,0.18,0,550,True,False,300,850,1.0,False,0,0
EV00698,1,2023-01-29,2023-05-10,Ather 450X,2022-12-07,0.42,0.28,97.99,False,General Service,Periodic Inspection,False,False,False,0,6,20,0.3,Weekday,TECH_08,6,1,0.64,0.88,0.56,0.09,0.65,0.08,0.0,0.08,0,320,True,False,300,620,1.0,False,0,0
EV00698,2,2023-01-29,2023-10-25,Ather 450X,2022-12-07,0.88,0.74,94.65,False,Tyre,Tyre Wear,True,True,False,0,11,20,0.55,Weekday,TECH_06,4,2,2.43,0.91,2.21,0.03,2.24,0.28,0.5,0.78,1514,1215,True,False,100,2829,1.5,False,0,0
EV00698,3,2023-01-29,2024-11-01,Ather 450X,2022-12-07,1.9,1.76,87.23,False,Brake,Brake Disc Issue,True,True,False,0,16,20,0.8,Weekday,TECH_02,2,2,3.33,0.97,3.23,0.99,4.22,0.53,0.0,0.53,1462,1665,True,True,200,3327,1.5,False,0,0
EV00698,4,2023-01-29,2025-11-04,Ather 450X,2022-12-07,2.91,2.77,79.91,False,General Service,Routine Maintenance,True,True,False,0,13,20,0.65,Weekday,TECH_01,1,1,1.43,1.0,1.43,0.55,1.98,0.25,0.0,0.25,314,715,True,False,100,1129,1.0,False,0,0
EV00698,5,2023-01-29,2026-05-14,Ather 450X,2022-12-07,3.43,3.29,76.11,False,General Service,Routine Maintenance,True,True,False,0,5,20,0.25,Weekday,TECH_05,3,1,1.05,0.94,0.99,0.2,1.19,0.15,0.0,0.15,118,525,False,False,300,943,1.0,False,0,0
EV00699,1,2022-05-09,2022-11-16,TVS iQube,2022-04-20,0.57,0.52,96.49,False,Tyre,Tyre Wear,True,True,False,0,8,20,0.4,Weekday,TECH_01,1,2,3.04,1.0,3.04,0.4,3.44,0.43,0.0,0.43,1381,1520,True,False,0,2901,1.5,False,0,0
EV00699,2,2022-05-09,2024-01-08,TVS iQube,2022-04-20,1.72,1.67,88.81,False,General Service,Cleaning and Lubrication,False,False,False,0,9,20,0.45,Weekday,TECH_02,2,1,0.5,0.97,0.48,0.25,0.73,0.09,0.0,0.09,0,250,True,False,300,550,1.0,False,0,0
EV00699,3,2022-05-09,2024-12-14,TVS iQube,2022-04-20,2.65,2.6,82.54,False,Brake,Brake Disc Issue,True,True,False,0,24,20,1.2,Weekend,TECH_08,6,2,2.56,0.88,2.25,5.69,7.94,0.99,0.0,0.99,2308,1280,True,True,0,3588,1.5,False,0,0
EV00699,4,2022-05-09,2025-06-11,TVS iQube,2022-04-20,3.14,3.09,79.26,False,Tyre,Puncture,False,False,False,0,20,20,1.0,Weekday,TECH_06,4,1,1.23,0.91,1.12,2.69,3.81,0.48,0.0,0.48,0,615,False,False,300,915,1.0,False,0,0
EV00702,1,2025-03-28,2025-10-29,Ather Rizta,2025-01-09,0.8,0.59,97.55,False,Brake,Brake Fluid Issue,True,True,False,0,13,20,0.65,Weekday,TECH_05,3,1,0.83,0.94,0.78,1.06,1.84,0.23,0.0,0.23,447,415,True,False,0,862,1.0,False,0,0
EV00702,2,2025-03-28,2026-09-15,Ather Rizta,2025-01-09,1.68,1.47,93.89,False,Battery,Battery Overheating,True,False,True,4,7,20,0.35,Weekday,TECH_04,3,3,6.65,0.94,6.25,0.4,6.65,0.83,0.5,5.33,3791,3325,True,True,0,7116,6.5,False,4,0
EV00703,1,2025-04-18,2025-07-27,Hero Vida V1,2025-03-23,0.34,0.27,97.93,True,General Service,Periodic Inspection,True,True,False,0,17,20,0.85,Weekend,TECH_02,2,1,1.28,0.97,1.24,1.64,2.88,0.36,0.0,0.36,119,640,True,False,0,759,1.0,False,0,0
EV00705,1,2025-12-29,2026-04-20,Ather Rizta,2025-10-21,0.5,0.31,98.72,False,Battery,Battery Connection Issue,False,False,False,0,9,20,0.45,Weekday,TECH_06,4,2,3.04,0.91,2.77,0.1,2.87,0.36,0.5,0.86,0,1520,True,True,500,2020,1.5,False,0,0
EV00706,1,2024-03-29,2024-11-22,Ather Rizta,2024-01-22,0.84,0.65,97.13,False,Electrical,Lighting Issue,False,False,False,0,9,20,0.45,Weekday,TECH_07,5,1,0.52,0.88,0.46,0.35,0.81,0.1,0.0,0.1,0,260,True,True,0,260,1.0,False,0,0
EV00706,2,2024-03-29,2025-09-02,Ather Rizta,2024-01-22,1.61,1.43,93.7,False,Brake,Brake Adjustment,False,False,False,0,6,20,0.3,Weekday,TECH_01,1,1,0.68,1.0,0.68,0.0,0.68,0.08,0.0,0.08,0,340,True,False,100,440,1.0,False,0,0
EV00707,1,2026-05-14,2026-09-08,Ather Rizta,2026-04-09,0.42,0.32,98.02,False,Suspension,Front Fork Issue,True,True,False,0,14,20,0.7,Weekday,TECH_01,1,3,6.0,1.0,6.0,0.5,6.5,0.81,0.0,0.81,2688,3000,True,True,0,5688,2.5,False,0,0
EV00708,1,2022-07-22,2023-02-12,TVS iQube,2022-06-19,0.65,0.56,95.89,False,Electrical,Wiring Issue,False,False,False,0,16,20,0.8,Weekend,TECH_08,6,2,2.62,0.88,2.31,0.88,3.19,0.4,0.5,0.9,0,1310,True,True,500,1810,1.5,False,0,0
EV00708,2,2022-07-22,2023-08-03,TVS iQube,2022-06-19,1.12,1.03,92.45,False,Suspension,Shock Absorber Wear,False,False,False,0,7,20,0.35,Weekday,TECH_07,5,2,2.66,0.88,2.34,0.43,2.77,0.35,0.5,0.85,0,1330,True,True,200,1530,1.5,False,0,0
EV00708,3,2022-07-22,2024-09-09,TVS iQube,2022-06-19,2.23,2.14,84.37,False,Brake,Brake Disc Issue,True,True,False,0,6,20,0.3,Weekday,TECH_06,4,2,1.53,0.91,1.39,0.49,1.88,0.24,0.0,0.24,2394,765,True,True,100,3259,1.5,False,0,0
EV00708,4,2022-07-22,2025-10-31,TVS iQube,2022-06-19,3.37,3.28,76.01,False,Brake,Brake Pad Wear,True,True,False,0,18,20,0.9,Weekday,TECH_04,3,2,2.38,0.94,2.24,2.47,4.71,0.59,0.5,1.09,1172,1190,False,False,300,2662,1.5,False,0,0
EV00708,5,2022-07-22,2026-05-23,TVS iQube,2022-06-19,3.93,3.84,71.93,False,Tyre,Puncture,False,False,False,0,22,20,1.1,Weekend,TECH_02,2,1,1.29,0.97,1.25,5.85,7.1,0.89,0.0,0.89,0,645,False,False,200,845,1.0,False,0,0
EV00709,1,2022-09-30,2023-03-31,Ather 450X,2022-07-09,0.73,0.5,97.07,False,General Service,Routine Maintenance,False,False,False,0,10,20,0.5,Weekday,TECH_01,1,1,1.16,1.0,1.16,0.42,1.58,0.2,0.0,0.2,0,580,True,False,200,780,1.0,False,0,0
EV00709,2,2022-09-30,2023-11-29,Ather 450X,2022-07-09,1.39,1.16,93.15,False,Suspension,Front Fork Issue,False,False,False,0,18,20,0.9,Weekday,TECH_08,6,3,5.5,0.88,4.84,1.8,6.64,0.83,0.0,0.83,0,2750,True,True,100,2850,2.5,False,0,0
EV00709,3,2022-09-30,2024-10-20,Ather 450X,2022-07-09,2.28,2.06,87.9,False,Tyre,Tyre Wear,False,False,False,0,12,20,0.6,Weekend,TECH_04,3,2,2.89,0.94,2.72,0.2,2.92,0.36,0.0,0.36,0,1445,True,False,100,1545,1.5,False,0,0
EV00709,4,2022-09-30,2025-07-31,Ather 450X,2022-07-09,3.06,2.83,83.33,False,Tyre,Low Tyre Pressure,False,False,False,0,10,20,0.5,Weekday,TECH_06,4,1,1.35,0.91,1.23,0.31,1.54,0.19,0.0,0.19,0,675,False,False,200,875,1.0,False,0,0
EV00710,1,2026-07-11,2026-11-24,TVS iQube,2026-04-16,0.61,0.37,97.68,False,Suspension,Suspension Bush Wear,True,True,False,0,18,20,0.9,Weekday,TECH_04,3,2,3.2,0.94,3.01,1.73,4.74,0.59,1.0,1.59,1129,1600,True,True,0,2729,1.5,True,0,0
EV00711,1,2021-02-03,2021-08-26,TVS iQube,2020-11-15,0.78,0.56,97.73,False,Motor,Motor Overheating,True,True,False,0,12,20,0.6,Weekday,TECH_07,5,3,5.1,0.88,4.49,0.16,4.65,0.58,0.25,0.83,3006,2550,True,True,100,5656,2.5,False,0,0
EV00711,2,2021-02-03,2022-05-28,TVS iQube,2020-11-15,1.53,1.31,94.67,False,General Service,Periodic Inspection,False,False,False,0,14,20,0.7,Weekend,TECH_02,2,1,0.81,0.97,0.79,1.26,2.05,0.26,0.0,0.26,0,405,True,False,500,905,1.0,False,0,0
EV00711,3,2021-02-03,2023-06-17,TVS iQube,2020-11-15,2.58,2.37,90.39,False,Electrical,Switch Failure,True,True,False,0,21,20,1.05,Weekend,TECH_06,4,2,2.23,0.91,2.03,4.03,6.06,0.76,1.0,1.76,593,1115,True,True,200,1908,1.5,True,0,0
EV00711,4,2021-02-03,2024-07-19,TVS iQube,2020-11-15,3.67,3.46,85.97,False,Tyre,Puncture,False,False,False,0,11,20,0.55,Weekday,TECH_04,3,1,1.02,0.94,0.96,0.46,1.42,0.18,0.5,0.68,0,510,False,False,100,610,1.0,False,0,0
EV00711,5,2021-02-03,2024-11-20,TVS iQube,2020-11-15,4.01,3.79,84.59,False,Brake,Brake Adjustment,True,True,False,0,19,20,0.95,Weekday,TECH_02,2,1,0.59,0.97,0.57,2.11,2.68,0.34,0.0,0.34,138,295,False,False,0,433,1.0,False,0,0
EV00711,6,2021-02-03,2025-06-09,TVS iQube,2020-11-15,4.56,4.34,82.35,False,Motor,Motor Bearing Issue,True,False,True,7,19,20,0.95,Weekday,TECH_07,5,3,5.57,0.88,4.9,1.83,6.73,0.84,0.5,8.34,1649,2785,False,False,100,4534,9.5,False,7,0
EV00711,7,2021-02-03,2026-02-02,TVS iQube,2020-11-15,5.22,5.0,79.7,False,Battery,Battery Connection Issue,False,False,False,0,20,20,1.0,Weekday,TECH_06,4,2,2.41,0.91,2.19,1.82,4.01,0.5,0.0,0.5,0,1205,False,False,100,1305,1.5,False,0,0
EV00713,1,2025-02-17,2025-09-19,Ather 450X,2024-12-16,0.76,0.59,95.86,False,Electrical,Wiring Issue,False,False,False,0,18,20,0.9,Weekday,TECH_06,4,2,3.02,0.91,2.75,2.53,5.28,0.66,0.0,0.66,0,1510,True,True,200,1710,1.5,False,0,0
EV00713,2,2025-02-17,2026-08-19,Ather 450X,2024-12-16,1.67,1.5,89.39,False,Brake,Brake Adjustment,False,False,False,0,16,20,0.8,Weekday,TECH_05,3,1,0.77,0.94,0.72,0.87,1.59,0.2,0.0,0.2,0,385,True,False,500,885,1.0,False,0,0
EV00714,1,2025-08-29,2025-12-09,Bajaj Chetak,2025-06-17,0.48,0.28,98.34,False,Tyre,Low Tyre Pressure,False,False,False,0,7,20,0.35,Weekday,TECH_02,2,1,0.57,0.97,0.55,0.12,0.67,0.08,0.0,0.08,0,285,True,False,100,385,1.0,False,0,0
EV00714,2,2025-08-29,2026-05-02,Bajaj Chetak,2025-06-17,0.87,0.67,96.0,False,Tyre,Puncture,False,False,False,0,24,20,1.2,Weekend,TECH_03,2,1,1.39,0.97,1.35,5.08,6.43,0.8,0.5,1.3,0,695,True,False,100,795,1.0,True,0,0
EV00715,1,2026-01-16,2026-04-22,Bajaj Chetak,2025-12-10,0.36,0.26,98.35,False,General Service,Routine Maintenance,False,False,False,0,18,20,0.9,Weekday,TECH_03,2,1,0.57,0.97,0.55,2.13,2.68,0.34,0.25,0.59,0,285,True,False,0,285,1.0,False,0,0
EV00716,1,2024-05-09,2024-10-25,Ather 450X,2024-04-22,0.51,0.46,96.86,False,Brake,Brake Adjustment,False,False,False,0,10,20,0.5,Weekday,TECH_07,5,1,1.43,0.88,1.26,0.42,1.68,0.21,0.0,0.21,0,715,True,False,200,915,1.0,False,0,0
EV00716,2,2024-05-09,2025-03-29,Ather 450X,2024-04-22,0.93,0.89,93.98,False,General Service,Periodic Inspection,False,False,False,0,18,20,0.9,Weekend,TECH_01,1,1,1.0,1.0,1.0,2.32,3.32,0.42,0.0,0.42,0,500,True,False,100,600,1.0,False,0,0
EV00716,3,2024-05-09,2026-04-10,Ather 450X,2024-04-22,1.97,1.92,86.97,False,Tyre,Tyre Wear,False,False,False,0,15,20,0.75,Weekday,TECH_03,2,2,1.61,0.97,1.56,1.47,3.03,0.38,0.25,0.63,0,805,True,False,200,1005,1.5,False,0,0
EV00717,1,2023-02-02,2023-08-23,Ola S1 Pro,2022-11-24,0.74,0.55,98.11,False,Electrical,Lighting Issue,True,False,True,3,7,20,0.35,Weekday,TECH_08,6,1,0.63,0.88,0.55,0.19,0.74,0.09,0.0,3.09,1093,315,True,True,0,1408,4.0,False,3,0
EV00717,2,2023-02-02,2024-10-09,Ola S1 Pro,2022-11-24,1.88,1.68,94.25,False,General Service,Cleaning and Lubrication,False,False,False,0,15,20,0.75,Weekday,TECH_03,2,1,1.03,0.97,1.0,0.78,1.78,0.22,0.25,0.47,0,515,True,False,100,615,1.0,False,0,0
EV00717,3,2023-02-02,2025-08-26,Ola S1 Pro,2022-11-24,2.75,2.56,91.25,False,Electrical,Switch Failure,True,True,False,0,9,20,0.45,Weekday,TECH_03,2,2,1.53,0.97,1.48,0.32,1.8,0.22,0.0,0.22,801,765,True,True,500,2066,1.5,False,0,0
EV00717,4,2023-02-02,2026-01-06,Ola S1 Pro,2022-11-24,3.12,2.93,90.01,False,General Service,Routine Maintenance,False,False,False,0,20,20,1.0,Weekday,TECH_07,5,1,1.42,0.88,1.25,2.56,3.81,0.48,1.0,1.48,0,710,False,False,0,710,1.0,True,0,0
EV00718,1,2025-01-12,2025-09-01,Ather Rizta,2024-11-01,0.83,0.64,96.5,False,Tyre,Tyre Wear,True,True,False,0,18,20,0.9,Weekday,TECH_01,1,2,3.09,1.0,3.09,1.53,4.62,0.58,0.0,0.58,1817,1545,True,False,0,3362,1.5,False,0,0
EV00718,2,2025-01-12,2026-03-24,Ather Rizta,2024-11-01,1.39,1.19,93.42,False,Tyre,Puncture,True,True,False,0,7,20,0.35,Weekday,TECH_04,3,1,1.0,0.94,0.94,0.33,1.27,0.16,0.0,0.16,211,500,True,False,100,811,1.0,False,0,0
EV00720,1,2026-01-04,2026-07-27,Ather Rizta,2025-12-03,0.65,0.56,95.97,False,Electrical,Lighting Issue,False,False,False,0,8,20,0.4,Weekday,TECH_08,6,1,1.43,0.88,1.26,0.09,1.35,0.17,0.0,0.17,0,715,True,True,100,815,1.0,False,0,0
EV00721,1,2020-10-21,2021-04-25,TVS iQube,2020-08-07,0.71,0.51,96.0,False,Electrical,Switch Failure,True,True,False,0,16,20,0.8,Weekend,TECH_08,6,2,2.02,0.88,1.78,1.46,3.24,0.4,0.0,0.4,720,1010,True,True,0,1730,1.5,False,0,0
EV00721,2,2020-10-21,2022-02-23,TVS iQube,2020-08-07,1.55,1.34,89.45,False,Brake,Brake Fluid Issue,False,False,False,0,16,20,0.8,Weekday,TECH_02,2,1,1.35,0.97,1.31,1.08,2.39,0.3,0.25,0.55,0,675,True,False,500,1175,1.0,False,0,0
EV00721,3,2020-10-21,2022-12-28,TVS iQube,2020-08-07,2.39,2.18,82.83,False,General Service,Cleaning and Lubrication,False,False,False,0,11,20,0.55,Weekday,TECH_03,2,1,1.31,0.97,1.27,0.06,1.33,0.17,0.25,0.42,0,655,True,False,0,655,1.0,False,0,0
EV00721,4,2020-10-21,2023-07-17,TVS iQube,2020-08-07,2.94,2.74,78.5,False,Electrical,Lighting Issue,True,True,False,0,8,20,0.4,Weekday,TECH_06,4,1,1.08,0.91,0.98,0.03,1.01,0.13,0.0,0.13,990,540,True,True,0,1530,1.0,False,0,0
EV00721,5,2020-10-21,2024-09-08,TVS iQube,2020-08-07,4.09,3.88,69.48,False,Tyre,Puncture,False,False,False,0,15,20,0.75,Weekend,TECH_02,2,1,0.82,0.97,0.8,1.38,2.18,0.27,0.5,0.77,0,410,False,False,0,410,1.0,False,0,0
EV00721,6,2020-10-21,2025-07-04,TVS iQube,2020-08-07,4.91,4.7,63.05,False,Brake,Brake Pad Wear,True,True,False,0,17,20,0.85,Weekday,TECH_02,2,2,2.62,0.97,2.54,2.78,5.32,0.66,0.25,0.91,1162,1310,False,False,100,2572,1.5,False,0,0
EV00722,1,2026-03-25,2026-10-30,Ola S1 Pro,2026-02-02,0.74,0.6,95.93,False,General Service,Routine Maintenance,False,False,False,0,6,20,0.3,Weekday,TECH_04,3,1,1.46,0.94,1.37,0.22,1.59,0.2,0.0,0.2,0,730,True,False,0,730,1.0,False,0,0
EV00724,1,2025-02-01,2025-08-14,Ather 450X,2024-11-14,0.75,0.53,97.98,False,General Service,Cleaning and Lubrication,False,False,False,0,9,20,0.45,Weekday,TECH_01,1,1,0.58,1.0,0.58,0.04,0.62,0.08,0.5,0.58,0,290,True,False,0,290,1.0,False,0,0
EV00724,2,2025-02-01,2026-07-09,Ather 450X,2024-11-14,1.65,1.43,94.56,False,General Service,Periodic Inspection,False,False,False,0,7,20,0.35,Weekday,TECH_08,6,1,0.7,0.88,0.62,0.19,0.81,0.1,0.0,0.1,0,350,True,False,100,450,1.0,False,0,0
EV00725,1,2022-08-01,2023-01-09,Hero Vida V1,2022-07-04,0.52,0.44,98.64,False,Brake,Brake Adjustment,False,False,False,0,18,20,0.9,Weekday,TECH_03,2,1,1.14,0.97,1.11,2.64,3.75,0.47,0.0,0.47,0,570,True,False,200,770,1.0,False,0,0
EV00725,2,2022-08-01,2023-10-16,Hero Vida V1,2022-07-04,1.28,1.21,96.27,False,Brake,Brake Pad Wear,True,True,False,0,8,20,0.4,Weekday,TECH_03,2,2,2.86,0.97,2.77,0.33,3.1,0.39,0.25,0.64,944,1430,True,False,200,2574,1.5,False,0,0
EV00725,3,2022-08-01,2024-06-24,Hero Vida V1,2022-07-04,1.97,1.9,94.14,False,Tyre,Tyre Wear,True,True,False,0,15,20,0.75,Weekday,TECH_07,5,2,1.83,0.88,1.61,1.37,2.98,0.37,0.0,0.37,2728,915,True,False,100,3743,1.5,False,0,0
EV00725,4,2022-08-01,2025-06-18,Hero Vida V1,2022-07-04,2.96,2.88,91.1,False,Brake,Brake Adjustment,True,True,False,0,20,20,1.0,Weekday,TECH_03,2,1,1.31,0.97,1.27,2.63,3.9,0.49,0.0,0.49,55,655,True,False,0,710,1.0,False,0,0
EV00725,5,2022-08-01,2026-01-01,Hero Vida V1,2022-07-04,3.5,3.42,89.43,False,Suspension,Suspension Bush Wear,False,False,False,0,16,20,0.8,Weekday,TECH_07,5,2,3.36,0.88,2.96,0.83,3.79,0.47,0.25,0.72,0,1680,False,False,500,2180,1.5,False,0,0
EV00726,1,2026-07-31,2026-12-25,Ather Rizta,2026-07-12,0.45,0.4,97.55,False,Brake,Brake Pad Wear,True,True,False,0,20,20,1.0,Weekday,TECH_02,2,2,1.66,0.97,1.61,2.01,3.62,0.45,1.5,1.95,997,830,True,False,0,1827,1.5,True,0,0
EV00728,1,2024-07-13,2024-10-21,Ather Rizta,2024-06-28,0.31,0.27,98.07,False,Brake,Brake Pad Wear,True,False,True,2,12,20,0.6,Weekday,TECH_05,3,2,3.45,0.94,3.24,0.32,3.56,0.44,0.0,2.44,460,1725,True,False,0,2185,3.5,False,2,0
EV00728,2,2024-07-13,2025-03-16,Ather Rizta,2024-06-28,0.71,0.67,95.26,False,General Service,Periodic Inspection,False,False,False,0,15,20,0.75,Weekend,TECH_07,5,1,0.78,0.88,0.69,0.81,1.5,0.19,0.0,0.19,0,390,True,False,0,390,1.0,False,0,0
EV00729,1,2023-03-08,2023-07-31,Ather 450X,2022-12-21,0.61,0.4,98.06,False,Tyre,Tyre Wear,True,True,False,0,10,20,0.5,Weekday,TECH_04,3,2,2.12,0.94,1.99,0.43,2.42,0.3,0.0,0.3,1462,1060,True,False,200,2722,1.5,False,0,0
EV00729,2,2023-03-08,2024-08-03,Ather 450X,2022-12-21,1.62,1.41,93.13,False,Tyre,Tyre Wear,False,False,False,0,14,20,0.7,Weekend,TECH_01,1,2,1.59,1.0,1.59,0.83,2.42,0.3,0.25,0.55,0,795,True,False,0,795,1.5,False,0,0
EV00729,3,2023-03-08,2025-06-26,Ather 450X,2022-12-21,2.51,2.3,88.76,False,Tyre,Tyre Wear,True,True,False,0,5,20,0.25,Weekday,TECH_06,4,2,2.49,0.91,2.27,0.24,2.51,0.31,0.0,0.31,2507,1245,True,False,0,3752,1.5,False,0,0
EV00729,4,2023-03-08,2026-02-09,Ather 450X,2022-12-21,3.14,2.93,85.71,False,Suspension,Front Fork Issue,True,True,False,0,8,20,0.4,Weekday,TECH_04,3,3,6.84,0.94,6.43,0.02,6.45,0.81,0.0,0.81,1953,3420,False,False,0,5373,2.5,False,0,0
EV00730,1,2026-03-28,2026-08-04,Bajaj Chetak,2026-01-06,0.57,0.35,97.38,True,Electrical,Sensor Failure,True,True,False,0,10,20,0.5,Weekday,TECH_05,3,3,4.06,0.94,3.82,0.06,3.88,0.48,0.25,0.73,1157,2030,True,True,100,3287,2.5,False,0,0
